ticker_i,ticker_j,corr,pvalue,rel_type
COST,UNH,0.21041926741600037,7.454504520865157e-05,unconnected
COST,MRK,0.27100440859794617,2.7307339678372955e-07,unconnected
COST,GS,-0.11805736273527145,0.027433138340711594,unconnected
COST,RTX,0.028374694287776947,0.5972999334335327,unconnected
COST,WFC,-0.2266470193862915,1.91410981642548e-05,unconnected
COST,PM,0.23651184141635895,7.96674157754751e-06,unconnected
COST,IBM,0.04678666219115257,0.383542001247406,unconnected
COST,AXP,0.05274897813796997,0.3258141875267029,upstream
COST,C,-0.17030297219753265,0.0014057486550882459,unconnected
COST,MCD,0.10826285183429718,0.0432584211230278,unconnected
COST,PEP,0.1357146054506302,0.011148291639983654,unconnected
COST,TXN,0.16416853666305542,0.0020922080148011446,unconnected
COST,VZ,-0.11771227419376373,0.02789166010916233,upstream
COST,AMGN,0.24827392399311066,2.6632346816768404e-06,unconnected
